year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2024,1,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",80.00,16.00,4.78,2.56,1.98,0.00,6.68,0.00,2.00,1071.00,165.00,326.00,62.00,0.00,518.00
2024,1,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,1,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",62.00,9.00,2.20,0.92,1.38,0.00,4.49,2.00,2.00,589.00,128.00,94.00,93.00,0.00,274.00
2024,1,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",74.00,15.00,6.24,0.00,2.66,0.00,6.10,1.00,0.00,1285.00,461.00,0.00,106.00,0.00,718.00
2024,1,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",101.00,23.00,3.27,1.29,9.70,0.00,8.75,5.00,0.00,1372.00,148.00,35.00,412.00,0.00,777.00
2024,1,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2511.00,621.00,120.86,28.26,158.02,0.00,313.87,68.00,12.00,62759.00,14782.00,4772.00,7585.00,0.00,35620.00
2024,1,9E,Endeavor Air Inc.,ATW,"Appleton, WI: Appleton International",20.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,84.00,0.00,0.00,0.00,0.00,84.00
2024,1,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",47.00,15.00,4.02,0.00,9.98,0.00,1.00,1.00,1.00,791.00,204.00,0.00,459.00,0.00,128.00
2024,1,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",48.00,9.00,3.33,0.00,4.87,0.00,0.80,0.00,0.00,391.00,70.00,0.00,192.00,0.00,129.00
2024,1,9E,Endeavor Air Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",13.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,48.00,0.00,0.00,48.00,0.00,0.00
2024,1,9E,Endeavor Air Inc.,BDL,"Hartford, CT: Bradley International",53.00,12.00,0.92,0.40,3.84,0.00,6.83,3.00,0.00,741.00,99.00,17.00,187.00,0.00,438.00
2024,1,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",32.00,9.00,2.81,2.33,1.42,0.00,2.43,5.00,0.00,1306.00,199.00,754.00,77.00,0.00,276.00
2024,1,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",88.00,19.00,3.54,1.00,7.85,0.00,6.61,7.00,0.00,1802.00,876.00,81.00,479.00,0.00,366.00
2024,1,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",105.00,25.00,6.00,1.76,6.27,0.00,10.97,7.00,1.00,1638.00,399.00,60.00,290.00,0.00,889.00
2024,1,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",62.00,17.00,6.24,5.43,2.61,0.00,2.71,2.00,1.00,4278.00,346.00,3040.00,677.00,0.00,215.00
2024,1,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",81.00,15.00,1.85,0.00,6.93,0.00,6.22,5.00,0.00,1399.00,223.00,0.00,475.00,0.00,701.00
2024,1,9E,Endeavor Air Inc.,BOS,"Boston, MA: Logan International",7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,1,9E,Endeavor Air Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",83.00,25.00,11.53,1.94,6.43,0.00,5.10,4.00,0.00,2099.00,594.00,684.00,270.00,0.00,551.00
2024,1,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",129.00,33.00,10.32,2.00,7.66,0.00,13.03,5.00,1.00,3461.00,484.00,1346.00,450.00,0.00,1181.00
2024,1,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",142.00,27.00,10.15,1.00,9.82,0.00,6.04,23.00,0.00,2248.00,1053.00,16.00,557.00,0.00,622.00
2024,1,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",35.00,7.00,0.98,0.98,2.53,0.00,2.51,1.00,0.00,953.00,38.00,594.00,131.00,0.00,190.00
2024,1,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",82.00,21.00,8.32,1.00,3.73,0.00,7.95,2.00,0.00,1609.00,507.00,223.00,228.00,0.00,651.00
2024,1,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",128.00,28.00,7.62,1.92,4.44,0.00,14.02,3.00,1.00,1464.00,317.00,114.00,213.00,0.00,820.00
2024,1,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",151.00,32.00,11.67,1.38,4.74,0.00,14.21,8.00,0.00,2433.00,736.00,60.00,190.00,0.00,1447.00
2024,1,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",146.00,37.00,7.91,0.18,14.51,0.00,14.40,7.00,0.00,2858.00,579.00,36.00,853.00,0.00,1390.00
2024,1,9E,Endeavor Air Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",16.00,3.00,0.23,1.90,0.87,0.00,0.00,0.00,0.00,151.00,9.00,110.00,32.00,0.00,0.00
2024,1,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",224.00,32.00,10.65,4.59,11.60,0.00,5.15,9.00,0.00,2574.00,921.00,407.00,500.00,0.00,746.00
2024,1,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",257.00,46.00,9.67,0.74,20.59,0.00,14.99,17.00,0.00,2778.00,718.00,30.00,825.00,0.00,1205.00
2024,1,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",18.00,1.00,0.47,0.00,0.53,0.00,0.00,0.00,0.00,30.00,14.00,0.00,16.00,0.00,0.00
2024,1,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: West Virginia International Yeager",13.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,37.00,0.00,0.00,0.00,0.00
2024,1,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",2.00,1.00,0.12,0.00,0.00,0.00,0.88,0.00,0.00,33.00,4.00,0.00,0.00,0.00,29.00
2024,1,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",523.00,129.00,27.00,6.33,30.57,0.00,65.10,13.00,0.00,10611.00,3312.00,583.00,1704.00,0.00,5012.00
2024,1,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",62.00,10.00,3.05,0.97,1.57,0.00,4.42,2.00,0.00,1567.00,341.00,675.00,71.00,0.00,480.00
2024,1,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",47.00,9.00,4.14,0.00,0.46,0.00,4.40,0.00,0.00,799.00,299.00,0.00,17.00,0.00,483.00
2024,1,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",156.00,35.00,11.07,0.00,14.08,0.00,9.85,8.00,0.00,2134.00,617.00,0.00,833.00,0.00,684.00
2024,1,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",62.00,18.00,9.80,1.00,0.85,0.00,6.35,0.00,0.00,2696.00,2074.00,283.00,45.00,0.00,294.00
2024,1,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",201.00,56.00,13.78,2.59,22.96,0.00,16.66,9.00,0.00,4941.00,1855.00,281.00,1024.00,0.00,1781.00
2024,1,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1201.00,260.00,36.97,13.92,66.01,0.00,143.10,33.00,3.00,19739.00,3943.00,1515.00,3530.00,0.00,10751.00
2024,1,9E,Endeavor Air Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",24.00,11.00,2.96,0.05,2.73,0.00,5.27,0.00,1.00,723.00,209.00,11.00,70.00,0.00,433.00
2024,1,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",69.00,14.00,6.96,1.85,0.50,0.00,4.70,2.00,0.00,1539.00,444.00,691.00,43.00,0.00,361.00
2024,1,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",122.00,31.00,8.09,0.66,16.44,0.00,5.81,2.00,0.00,2387.00,612.00,54.00,1080.00,0.00,641.00
2024,1,9E,Endeavor Air Inc.,EYW,"Key West, FL: Key West International",34.00,13.00,3.94,2.10,2.22,0.00,4.75,0.00,0.00,2476.00,444.00,1545.00,159.00,0.00,328.00
2024,1,9E,Endeavor Air Inc.,FAR,"Fargo, ND: Hector International",52.00,9.00,3.71,0.00,1.78,0.00,3.52,0.00,0.00,820.00,392.00,0.00,38.00,0.00,390.00
2024,1,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",22.00,3.00,1.00,0.75,0.59,0.00,0.67,0.00,0.00,247.00,51.00,76.00,60.00,0.00,60.00
2024,1,9E,Endeavor Air Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",14.00,6.00,2.47,0.00,2.35,0.00,1.18,0.00,0.00,232.00,139.00,0.00,65.00,0.00,28.00
2024,1,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",43.00,8.00,1.80,1.00,1.14,0.00,4.05,1.00,0.00,448.00,83.00,29.00,35.00,0.00,301.00
2024,1,9E,Endeavor Air Inc.,FWA,"Fort Wayne, IN: Fort Wayne International",94.00,21.00,6.32,3.10,4.91,0.00,6.66,8.00,0.00,3126.00,280.00,2005.00,189.00,0.00,652.00
2024,1,9E,Endeavor Air Inc.,GFK,"Grand Forks, ND: Grand Forks International",41.00,8.00,1.48,0.00,2.78,0.00,3.74,0.00,0.00,494.00,170.00,0.00,80.00,0.00,244.00
2024,1,9E,Endeavor Air Inc.,GNV,"Gainesville, FL: Gainesville Regional",18.00,7.00,2.00,0.00,5.00,0.00,0.00,0.00,0.00,183.00,49.00,0.00,134.00,0.00,0.00
2024,1,9E,Endeavor Air Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",11.00,2.00,0.37,1.00,0.00,0.00,0.63,0.00,0.00,75.00,18.00,26.00,0.00,0.00,31.00
2024,1,9E,Endeavor Air Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,1,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",91.00,26.00,9.16,5.38,5.68,0.00,5.78,8.00,0.00,3270.00,975.00,1477.00,261.00,0.00,557.00
2024,1,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",127.00,26.00,9.53,0.07,6.05,0.00,10.35,5.00,0.00,1622.00,539.00,4.00,239.00,0.00,840.00
2024,1,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",97.00,24.00,6.81,0.97,3.65,0.00,12.58,5.00,3.00,2231.00,607.00,56.00,252.00,0.00,1316.00
2024,1,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",62.00,12.00,4.04,1.88,0.68,0.00,5.39,6.00,0.00,1879.00,291.00,940.00,65.00,0.00,583.00
2024,1,9E,Endeavor Air Inc.,HPN,"White Plains, NY: Westchester County",77.00,22.00,5.78,2.81,6.43,0.00,6.98,1.00,0.00,1442.00,520.00,229.00,236.00,0.00,457.00
2024,1,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",119.00,26.00,7.21,3.85,7.74,0.00,7.20,6.00,0.00,1847.00,463.00,254.00,244.00,0.00,886.00
2024,1,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",64.00,12.00,3.86,0.00,5.01,0.00,3.14,1.00,0.00,783.00,352.00,0.00,266.00,0.00,165.00
2024,1,9E,Endeavor Air Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",53.00,13.00,4.99,0.75,3.69,0.00,3.56,0.00,0.00,478.00,180.00,23.00,105.00,0.00,170.00
2024,1,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",67.00,19.00,9.51,1.93,0.83,0.00,6.73,1.00,0.00,1681.00,684.00,147.00,104.00,0.00,746.00
2024,1,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",129.00,21.00,4.44,0.99,4.82,0.00,10.76,7.00,0.00,2662.00,261.00,379.00,301.00,0.00,1721.00
2024,1,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",62.00,12.00,2.84,1.13,3.17,0.00,4.86,5.00,0.00,700.00,207.00,137.00,118.00,0.00,238.00
2024,1,9E,Endeavor Air Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",9.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,21.00,0.00,0.00
2024,1,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",89.00,17.00,3.07,0.00,5.66,0.00,8.27,2.00,0.00,1219.00,259.00,0.00,296.00,0.00,664.00
2024,1,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1428.00,276.00,64.68,15.91,90.86,0.00,104.55,69.00,1.00,28959.00,8745.00,3167.00,7085.00,0.00,9962.00
2024,1,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",34.00,14.00,6.06,2.23,3.43,0.00,2.28,1.00,0.00,1263.00,732.00,279.00,81.00,0.00,171.00
2024,1,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",58.00,6.00,4.48,0.00,0.18,0.00,1.34,0.00,0.00,448.00,276.00,0.00,22.00,0.00,150.00
2024,1,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",74.00,31.00,11.80,4.29,9.39,0.00,5.52,3.00,0.00,2375.00,528.00,959.00,400.00,0.00,488.00
2024,1,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2396.00,461.00,83.97,34.77,181.30,0.00,160.97,163.00,6.00,49152.00,9978.00,7003.00,16946.00,0.00,15225.00
2024,1,9E,Endeavor Air Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",32.00,8.00,1.47,1.55,0.53,0.00,4.45,1.00,0.00,857.00,216.00,166.00,27.00,0.00,448.00
2024,1,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",93.00,20.00,4.08,0.68,7.69,0.00,7.55,4.00,0.00,1316.00,196.00,92.00,517.00,0.00,511.00
2024,1,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",68.00,14.00,6.51,1.29,3.76,0.00,2.44,2.00,0.00,1008.00,694.00,63.00,117.00,0.00,134.00
2024,1,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",85.00,22.00,5.79,1.15,6.85,0.00,8.21,4.00,0.00,1435.00,422.00,235.00,337.00,0.00,441.00
2024,1,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",46.00,12.00,3.40,2.07,1.96,0.00,4.58,0.00,0.00,672.00,118.00,252.00,68.00,0.00,234.00
2024,1,9E,Endeavor Air Inc.,MIA,"Miami, FL: Miami International",7.00,2.00,0.00,0.00,0.98,0.00,1.03,0.00,0.00,83.00,0.00,0.00,39.00,0.00,44.00
2024,1,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",45.00,8.00,1.16,0.00,3.46,0.00,3.38,4.00,1.00,429.00,48.00,0.00,131.00,0.00,250.00
2024,1,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad Cities International",62.00,15.00,7.18,2.88,2.63,0.00,2.30,4.00,1.00,2068.00,439.00,1363.00,104.00,0.00,162.00
2024,1,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",62.00,16.00,6.99,0.68,1.86,0.47,6.00,2.00,0.00,2335.00,1362.00,237.00,65.00,9.00,662.00
2024,1,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",33.00,6.00,2.69,0.00,0.33,0.00,2.98,1.00,0.00,360.00,137.00,0.00,19.00,0.00,204.00
2024,1,9E,Endeavor Air Inc.,MQT,"Marquette, MI: Marquette Sawyer Regional",31.00,5.00,1.13,0.00,1.71,0.00,2.16,3.00,0.00,152.00,29.00,0.00,33.00,0.00,90.00
2024,1,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",38.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,15.00,0.00,0.00
2024,1,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",711.00,121.00,37.13,6.26,27.10,0.00,50.51,16.00,0.00,11552.00,4177.00,1147.00,994.00,0.00,5234.00
2024,1,9E,Endeavor Air Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,22.00,0.00,0.00,0.00,0.00
2024,1,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",31.00,12.00,4.36,0.00,1.88,0.00,5.76,0.00,0.00,868.00,223.00,0.00,125.00,0.00,520.00
2024,1,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",36.00,5.00,2.00,0.86,0.09,0.00,2.05,0.00,1.00,449.00,72.00,145.00,14.00,0.00,218.00
2024,1,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",31.00,3.00,0.87,0.00,0.28,0.00,1.85,1.00,0.00,95.00,27.00,0.00,8.00,0.00,60.00
2024,1,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,1,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",163.00,38.00,13.17,2.00,12.88,0.00,9.95,8.00,0.00,2187.00,749.00,91.00,554.00,0.00,793.00
2024,1,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",22.00,4.00,2.93,0.00,1.07,0.00,0.00,4.00,0.00,86.00,63.00,0.00,23.00,0.00,0.00
2024,1,9E,Endeavor Air Inc.,PHL,"Philadelphia, PA: Philadelphia International",50.00,17.00,3.61,1.89,6.72,0.00,4.77,0.00,0.00,730.00,308.00,100.00,176.00,0.00,146.00
2024,1,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",158.00,43.00,17.14,2.24,15.73,0.00,7.89,5.00,1.00,2751.00,1393.00,84.00,696.00,0.00,578.00
2024,1,9E,Endeavor Air Inc.,PNS,"Pensacola, FL: Pensacola International",43.00,9.00,2.77,1.75,3.83,0.00,0.65,1.00,0.00,697.00,193.00,177.00,259.00,0.00,68.00
2024,1,9E,Endeavor Air Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",115.00,23.00,5.11,3.06,6.32,0.00,8.51,8.00,0.00,3495.00,508.00,1388.00,1049.00,0.00,550.00
2024,1,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",162.00,38.00,11.41,1.17,14.50,0.00,10.92,9.00,0.00,2528.00,505.00,188.00,747.00,0.00,1088.00
2024,1,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",472.00,146.00,35.34,4.67,36.79,0.00,69.20,15.00,1.00,12180.00,2769.00,708.00,1817.00,0.00,6886.00
2024,1,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",145.00,30.00,8.58,0.90,8.21,0.00,12.31,4.00,0.00,2447.00,709.00,184.00,561.00,0.00,993.00
2024,1,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",83.00,22.00,8.80,2.82,2.40,0.00,7.99,5.00,0.00,2005.00,690.00,426.00,73.00,0.00,816.00
2024,1,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",202.00,64.00,14.57,2.42,20.25,0.00,26.76,12.00,0.00,4328.00,990.00,124.00,1053.00,0.00,2161.00
2024,1,9E,Endeavor Air Inc.,RST,"Rochester, MN: Rochester International",62.00,13.00,2.72,4.12,3.12,0.00,3.05,4.00,0.00,1834.00,235.00,1177.00,112.00,0.00,310.00
2024,1,9E,Endeavor Air Inc.,RSW,"Fort Myers, FL: Southwest Florida International",7.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,61.00,0.00,0.00,61.00,0.00,0.00
2024,1,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",171.00,47.00,9.43,0.00,21.95,0.31,15.31,8.00,0.00,2950.00,1018.00,0.00,745.00,42.00,1145.00
2024,1,9E,Endeavor Air Inc.,SBN,"South Bend, IN: South Bend International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,1,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",30.00,8.00,1.12,1.00,4.36,0.00,1.52,0.00,0.00,1229.00,931.00,54.00,159.00,0.00,85.00
2024,1,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",67.00,19.00,9.97,4.19,1.40,0.00,3.44,0.00,1.00,2254.00,386.00,1450.00,77.00,0.00,341.00
2024,1,9E,Endeavor Air Inc.,SHV,"Shreveport, LA: Shreveport Regional",49.00,10.00,2.82,2.56,2.54,0.54,1.55,5.00,0.00,1660.00,698.00,638.00,104.00,22.00,198.00
2024,1,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",145.00,30.00,13.13,0.00,7.42,0.00,9.45,9.00,0.00,1995.00,608.00,0.00,302.00,0.00,1085.00
2024,1,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",138.00,31.00,7.31,1.67,12.89,0.00,9.13,5.00,0.00,2100.00,616.00,88.00,625.00,0.00,771.00
2024,1,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",71.00,19.00,7.67,1.24,6.25,0.00,3.84,0.00,1.00,1132.00,528.00,35.00,290.00,0.00,279.00
2024,1,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",64.00,13.00,6.59,1.00,0.87,0.00,4.54,2.00,0.00,858.00,446.00,15.00,49.00,0.00,348.00
2024,1,9E,Endeavor Air Inc.,TUL,"Tulsa, OK: Tulsa International",31.00,10.00,3.34,1.00,2.53,0.00,3.14,0.00,0.00,627.00,120.00,31.00,88.00,0.00,388.00
2024,1,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,1,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",250.00,58.00,23.28,4.36,9.71,0.00,20.64,12.00,0.00,4764.00,2004.00,413.00,567.00,0.00,1780.00
2024,1,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",62.00,12.00,7.42,0.00,0.08,0.00,4.50,0.00,1.00,453.00,315.00,0.00,2.00,0.00,136.00
2024,1,9E,Endeavor Air Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",2.00,2.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,54.00,0.00,32.00,22.00,0.00,0.00
2024,1,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",112.00,21.00,7.57,1.00,3.09,0.00,9.35,2.00,3.00,1394.00,467.00,69.00,105.00,0.00,753.00
2024,1,AA,American Airlines Network,ABQ,"Albuquerque, NM: Albuquerque International Sunport",250.00,87.00,26.79,4.12,12.72,0.00,43.37,5.00,1.00,6760.00,2648.00,468.00,565.00,0.00,3079.00
2024,1,AA,American Airlines Network,ALB,"Albany, NY: Albany International",123.00,33.00,14.12,0.98,3.84,0.39,13.67,1.00,0.00,2943.00,1011.00,176.00,186.00,13.00,1557.00
2024,1,AA,American Airlines Network,AMA,"Amarillo, TX: Rick Husband Amarillo International",83.00,28.00,8.07,1.86,4.69,0.00,13.38,4.00,2.00,3146.00,1354.00,58.00,212.00,0.00,1522.00
2024,1,AA,American Airlines Network,ANC,"Anchorage, AK: Ted Stevens Anchorage International",7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,1,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",547.00,200.00,62.97,9.49,38.16,0.78,88.61,4.00,0.00,13160.00,3723.00,912.00,1624.00,25.00,6876.00
2024,1,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",1201.00,404.00,94.60,13.24,121.72,1.28,173.17,14.00,8.00,34417.00,9540.00,1743.00,5468.00,36.00,17630.00
2024,1,AA,American Airlines Network,AVL,"Asheville, NC: Asheville Regional",12.00,1.00,0.03,0.00,0.02,0.00,0.95,0.00,0.00,134.00,4.00,0.00,3.00,0.00,127.00
2024,1,AA,American Airlines Network,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",61.00,22.00,5.62,1.18,0.35,1.00,13.84,1.00,0.00,3121.00,614.00,761.00,25.00,53.00,1668.00
2024,1,AA,American Airlines Network,BDL,"Hartford, CT: Bradley International",214.00,64.00,14.93,3.12,7.91,0.26,37.78,6.00,0.00,3468.00,553.00,143.00,372.00,5.00,2395.00
2024,1,AA,American Airlines Network,BFL,"Bakersfield, CA: Meadows Field",61.00,17.00,3.72,0.85,0.74,0.00,11.69,0.00,0.00,1454.00,138.00,174.00,32.00,0.00,1110.00
2024,1,AA,American Airlines Network,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",62.00,27.00,9.72,1.57,2.86,0.00,12.85,0.00,0.00,2800.00,843.00,178.00,122.00,0.00,1657.00
2024,1,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",605.00,203.00,63.83,7.05,38.34,0.67,93.11,42.00,2.00,14149.00,4947.00,500.00,1571.00,21.00,7110.00
2024,1,AA,American Airlines Network,BOI,"Boise, ID: Boise Air Terminal",68.00,30.00,13.92,0.97,6.11,0.00,9.01,1.00,0.00,2251.00,963.00,121.00,375.00,0.00,792.00
2024,1,AA,American Airlines Network,BOS,"Boston, MA: Logan International",1247.00,356.00,103.87,17.55,76.07,1.43,157.07,27.00,5.00,27434.00,7258.00,3202.00,4263.00,41.00,12670.00
2024,1,AA,American Airlines Network,BTV,"Burlington, VT: Burlington International",48.00,15.00,4.21,1.08,5.23,0.00,4.48,1.00,0.00,1940.00,448.00,706.00,350.00,0.00,436.00
2024,1,AA,American Airlines Network,BUF,"Buffalo, NY: Buffalo Niagara International",126.00,38.00,11.54,3.44,4.81,0.26,17.95,12.00,1.00,3216.00,1257.00,143.00,156.00,18.00,1642.00
